Random Item Generation By Treasure Level 1 - 6								
								
Item #	Pic File	1	2	3	4	5	6	
1081	Placeholder	0	0	0	0	0	0	_potion/reagent279
1082	Placeholder	0	0	0	0	0	0	_potion/reagent280
1083	Placeholder	0	0	0	0	0	0	_potion/reagent281
1084	Placeholder	0	0	0	0	0	0	_potion/reagent282
1085	Placeholder	0	0	0	0	0	0	_potion/reagent283
1086	Placeholder	0	0	0	0	0	0	_potion/reagent284
1087	Placeholder	0	0	0	0	0	0	_potion/reagent285
1088	Placeholder	0	0	0	0	0	0	_potion/reagent286
1089	Placeholder	0	0	0	0	0	0	_potion/reagent287
1090	Placeholder	0	0	0	0	0	0	_potion/reagent288
1091	Placeholder	0	0	0	0	0	0	_potion/reagent289
1092	Placeholder	0	0	0	0	0	0	_potion/reagent290
1093	Placeholder	0	0	0	0	0	0	_potion/reagent291
1094	Placeholder	0	0	0	0	0	0	_potion/reagent292
1095	Placeholder	0	0	0	0	0	0	_potion/reagent293
1096	Placeholder	0	0	0	0	0	0	_potion/reagent294
1097	Placeholder	0	0	0	0	0	0	_potion/reagent295
1098	Placeholder	0	0	0	0	0	0	_potion/reagent296
1099	Placeholder	0	0	0	0	0	0	_potion/reagent297
1100	Placeholder	0	0	0	0	0	0	_potion/reagent298
1101	Placeholder	0	0	0	0	0	0	_potion/reagent299
1102	7item184	2	2	0	0	0	0	Torch Light
1103	7item184	2	2	0	0	0	0	Fire Bolt
1104	7item184	2	2	0	0	0	0	Fire Resistance
1105	7item184	2	2	0	0	0	0	Fire Aura
1106	7item185	0	2	2	0	0	0	Haste
1107	7item185	0	2	2	0	0	0	Fireball
1108	7item185	0	2	2	0	0	0	Fire Spike
1109	7item186	0	0	2	1	0	0	Immolation
1110	7item186	0	0	2	1	0	0	Meteor Shower
1111	7item186	0	0	2	1	0	0	Inferno
1112	7item183	0	0	0	1	1	0	Incinerate
1113	7item184	2	2	0	0	0	0	Wizard Eye
1114	7item184	2	2	0	0	0	0	Feather Fall
1115	7item184	2	2	0	0	0	0	Air Resistance
1116	7item184	2	2	0	0	0	0	Sparks
1117	7item185	0	2	2	0	0	0	Jump
1118	7item185	0	2	2	0	0	0	Shield
1119	7item185	0	2	2	0	0	0	Lightning Bolt
1120	7item186	0	0	2	1	0	0	Invisibility
1121	7item186	0	0	2	1	0	0	Implosion
1122	7item186	0	0	2	1	0	0	Fly
1123	7item183	0	0	0	1	1	0	Starburst
1124	7item184	2	2	0	0	0	0	Awaken
1125	7item184	2	2	0	0	0	0	Poison Spray
1126	7item184	2	2	0	0	0	0	Water Resistance
1127	7item184	2	2	0	0	0	0	Ice Bolt
1128	7item185	0	2	2	0	0	0	Water Walk
1129	7item185	0	2	2	0	0	0	Recharge Item
1130	7item185	0	2	2	0	0	0	Acid Burst
1131	7item186	0	0	2	1	0	0	Enchant Item
1132	7item186	0	0	2	1	0	0	Town Portal
1133	7item186	0	0	2	1	0	0	Ice Blast
1134	7item183	0	0	0	1	1	0	Lloyd's Beacon
1135	7item184	2	2	0	0	0	0	Stun
1136	7item184	2	2	0	0	0	0	Slow
1137	7item184	2	2	0	0	0	0	Earth Resistance
1138	7item184	2	2	0	0	0	0	Deadly Swarm
1139	7item185	0	2	2	0	0	0	Stone Skin
1140	7item185	0	2	2	0	0	0	Blades
1141	7item185	0	2	2	0	0	0	Stone to Flesh
1142	7item186	0	0	2	1	0	0	Rock Blast
1143	7item186	0	0	2	1	0	0	Telekinesis
1144	7item186	0	0	2	1	0	0	Death Blossom
1145	7item183	0	0	0	1	1	0	Mass Distortion
1146	7item184	2	2	0	0	0	0	Detect Life
1147	7item184	2	2	0	0	0	0	Bless
1148	7item184	2	2	0	0	0	0	Fate
1149	7item184	2	2	0	0	0	0	Turn Undead
1150	7item185	0	2	2	0	0	0	Remove Curse
1151	7item185	0	2	2	0	0	0	Preservation
1152	7item185	0	2	2	0	0	0	Heroism
1153	7item186	0	0	2	1	0	0	Spirit Lash
1154	7item186	0	0	2	1	0	0	Raise Dead
1155	7item186	0	0	2	1	0	0	Shared Life
1156	7item183	0	0	0	1	1	0	Resurrection
1157	7item184	2	2	0	0	0	0	Remove Fear
1158	7item184	2	2	0	0	0	0	Mind Blast
1159	7item184	2	2	0	0	0	0	Mind Resistance
1160	7item184	2	2	0	0	0	0	Telepathy
1161	7item185	0	2	2	0	0	0	Charm
1162	7item185	0	2	2	0	0	0	Cure Paralysis
1163	7item185	0	2	2	0	0	0	Berserk
1164	7item186	0	0	2	1	0	0	Mass Fear
1165	7item186	0	0	2	1	0	0	Cure Insanity
1166	7item186	0	0	2	1	0	0	Psychic Shock
1167	7item183	0	0	0	1	1	0	Enslave
1168	7item184	2	2	0	0	0	0	Cure Weakness
1169	7item184	2	2	0	0	0	0	Heal
1170	7item184	2	2	0	0	0	0	Body Resistance
1171	7item184	2	2	0	0	0	0	Harm
1172	7item185	0	2	2	0	0	0	Regeneration
1173	7item185	0	2	2	0	0	0	Cure Poison
1174	7item185	0	2	2	0	0	0	Hammerhands
1175	7item186	0	0	2	1	0	0	Cure Disease
1176	7item186	0	0	2	1	0	0	Protection from Magic
1177	7item186	0	0	2	1	0	0	Flying Fist
1178	7item183	0	0	0	1	1	0	Power Cure
1179	7item184	0	0	1	2	0	0	Light Bolt
1180	7item184	0	0	1	2	0	0	Destroy Undead
1181	7item184	0	0	1	2	0	0	Dispel Magic
1182	7item184	0	0	1	2	0	0	Paralyze
1183	7item185	0	0	0	2	1	0	Summon Elemental
1184	7item185	0	0	0	2	1	0	Day of the Gods
1185	7item185	0	0	0	2	1	0	Prismatic Light
1186	7item186	0	0	0	0	2	1	Day of Protection
1187	7item186	0	0	0	0	2	1	Hour of Power
1188	7item186	0	0	0	0	2	1	Sunray
1189	7item183	0	0	0	0	0	2	Divine Intervention
1190	7item184	0	0	1	2	0	0	Reanimate
1191	7item184	0	0	1	2	0	0	Toxic Cloud
1192	7item184	0	0	1	2	0	0	Vampiric Weapon
1193	7item184	0	0	1	2	0	0	Shrinking Ray
1194	7item185	0	0	0	2	1	0	Shrapmetal
1195	7item185	0	0	0	2	1	0	Control Undead
1196	7item185	0	0	0	2	1	0	Pain Reflection
1197	7item186	0	0	0	0	2	1	Sacrifice
1198	7item186	0	0	0	0	2	1	Dragon Breath
1199	7item186	0	0	0	0	2	1	Armageddon
1200	7item183	0	0	0	0	0	2	Souldrinker
1201	Placeholder	0	0	0	0	0	0	_scroll/book399
1202	7item190	0	0	0	0	0	0	Torch Light
1203	7item190	0	0	0	0	0	0	Fire Bolt
1204	7item190	0	0	0	0	0	0	Fire Resistance
1205	7item190	0	0	0	0	0	0	Fire Aura
1206	7item191	0	0	2	0	0	0	Haste
1207	7item191	0	0	2	0	0	0	Fireball
1208	7item191	0	0	2	0	0	0	Fire Spike
1209	7item192	0	0	0	1	0	0	Immolation
1210	7item192	0	0	0	1	0	0	Meteor Shower
1211	7item192	0	0	0	1	0	0	Inferno
1212	7item193	0	0	0	0	1	0	Incinerate
1213	7item190	0	0	0	0	0	0	Wizard Eye
1214	7item190	0	0	0	0	0	0	Feather Fall
1215	7item190	0	0	0	0	0	0	Air Resistance
1216	7item190	0	0	0	0	0	0	Sparks
1217	7item191	0	0	2	0	0	0	Jump
1218	7item191	0	0	2	0	0	0	Shield
1219	7item191	0	0	2	0	0	0	Lightning Bolt
1220	7item192	0	0	0	1	0	0	Invisibility
1221	7item192	0	0	0	1	0	0	Implosion
1222	7item192	0	0	0	1	0	0	Fly
1223	7item193	0	0	0	0	1	0	Starburst
1224	7item190	0	0	0	0	0	0	Awaken
1225	7item190	0	0	0	0	0	0	Poison Spray
1226	7item190	0	0	0	0	0	0	Water Resistance
1227	7item190	0	0	0	0	0	0	Ice Bolt
1228	7item191	0	0	2	0	0	0	Water Walk
1229	7item191	0	0	2	0	0	0	Recharge Item
1230	7item191	0	0	2	0	0	0	Acid Burst
1231	7item192	0	0	0	1	0	0	Enchant Item
1232	7item192	0	0	0	1	0	0	Town Portal
1233	7item192	0	0	0	1	0	0	Ice Blast
1234	7item193	0	0	0	0	1	0	Lloyd's Beacon
1235	7item190	0	0	0	0	0	0	Stun
1236	7item190	0	0	0	0	0	0	Slow
1237	7item190	0	0	0	0	0	0	Earth Resistance
1238	7item190	0	0	0	0	0	0	Deadly Swarm
1239	7item191	0	0	2	0	0	0	Stone Skin
1240	7item191	0	0	2	0	0	0	Blades
1241	7item191	0	0	2	0	0	0	Stone to Flesh
1242	7item192	0	0	0	1	0	0	Rock Blast
1243	7item192	0	0	0	1	0	0	Telekinesis
1244	7item192	0	0	0	1	0	0	Death Blossom
1245	7item193	0	0	0	0	1	0	Mass Distortion
1246	7item190	0	0	0	0	0	0	Detect Life
1247	7item190	0	0	0	0	0	0	Bless
1248	7item190	0	0	0	0	0	0	Fate
1249	7item190	0	0	0	0	0	0	Turn Undead
1250	7item191	0	0	2	0	0	0	Remove Curse
1251	7item191	0	0	2	0	0	0	Preservation
1252	7item191	0	0	2	0	0	0	Heroism
1253	7item192	0	0	0	1	0	0	Spirit Lash
1254	7item192	0	0	0	1	0	0	Raise Dead
1255	7item192	0	0	0	1	0	0	Shared Life
1256	7item193	0	0	0	0	1	0	Resurrection
1257	7item190	0	0	0	0	0	0	Remove Fear
1258	7item190	0	0	0	0	0	0	Mind Blast
1259	7item190	0	0	0	0	0	0	Mind Resistance
1260	7item190	0	0	0	0	0	0	Telepathy
1261	7item191	0	0	2	0	0	0	Charm
1262	7item191	0	0	2	0	0	0	Cure Paralysis
1263	7item191	0	0	2	0	0	0	Berserk
1264	7item192	0	0	0	1	0	0	Mass Fear
1265	7item192	0	0	0	1	0	0	Cure Insanity
1266	7item192	0	0	0	1	0	0	Psychic Shock
1267	7item193	0	0	0	0	1	0	Enslave
1268	7item190	0	0	0	0	0	0	Cure Weakness
1269	7item190	0	0	0	0	0	0	Heal
1270	7item190	0	0	0	0	0	0	Body Resistance
1271	7item190	0	0	0	0	0	0	Harm
1272	7item191	0	0	2	0	0	0	Regeneration
1273	7item191	0	0	2	0	0	0	Cure Poison
1274	7item191	0	0	2	0	0	0	Hammerhands
1275	7item192	0	0	0	1	0	0	Cure Disease
1276	7item192	0	0	0	1	0	0	Protection from Magic
1277	7item192	0	0	0	1	0	0	Flying Fist
1278	7item193	0	0	0	0	1	0	Power Cure
1279	7item190	0	0	0	1	0	0	Light Bolt
1280	7item190	0	0	0	1	0	0	Destroy Undead
1281	7item190	0	0	0	0	1	0	Dispel Magic
1282	7item190	0	0	0	0	1	0	Paralyze
1283	7item191	0	0	0	0	1	0	Summon Elemental
1284	7item191	0	0	0	0	1	0	Day of the Gods
1285	7item191	0	0	0	0	0	1	Prismatic Light
1286	7item192	0	0	0	0	0	1	Day of Protection
1287	7item192	0	0	0	0	0	1	Hour of Power
1288	7item192	0	0	0	0	0	1	Sunray
1289	7item193	0	0	0	0	0	0	Divine Intervention
1290	7item190	0	0	0	1	0	0	Reanimate
1291	7item190	0	0	0	1	0	0	Toxic Cloud
1292	7item190	0	0	0	0	1	0	Vampiric Weapon
1293	7item190	0	0	0	0	1	0	Shrinking Ray
1294	7item191	0	0	0	0	1	0	Shrapmetal
1295	7item191	0	0	0	0	1	0	Control Undead
1296	7item191	0	0	0	0	0	1	Pain Reflection
1297	7item192	0	0	0	0	0	1	Sacrifice
1298	7item192	0	0	0	0	0	1	Dragon Breath
1299	7item192	0	0	0	0	0	1	Armageddon
1300	7item193	0	0	0	0	0	0	Souldrinker
1301	Placeholder	0	0	0	0	0	0	_scroll/book499
1302	7item217	0	0	0	0	0	1	Puck
1303	7item218	0	0	0	0	0	1	Iron Feather
1304	7item219	0	0	0	0	0	1	Wallace
1305	7item220	0	0	0	0	0	1	Corsair
1306	7item235	0	0	0	0	0	1	Governor's Armor
1307	7item236	0	0	0	0	0	1	Yoruba
1308	7item223	0	0	0	0	0	1	Splitter
1309	7item226	0	0	0	0	0	1	Ghoulsbane
1310	7item225	0	0	0	0	0	1	Gibbet
1311	7item227	0	0	0	0	0	1	Charele
1312	7item228	0	0	0	0	0	1	Ullyses
1313	7item244	0	0	0	0	0	1	Hands of the Master
1314	7item312	0	0	0	0	0	1	Seven League Boots
1315	7item246	0	0	0	0	0	1	Ruler's Ring
1316	7item232	0	0	0	0	0	1	Mash
1317	7item233	0	0	0	0	0	1	Ethric's Staff
1318	7item234	0	0	0	0	0	1	Hareck's Leather
1319	7item221	0	0	0	0	0	1	Old Nick
1320	7item224	0	0	0	0	0	1	Amuck
1321	7item237	0	0	0	0	0	1	Glory Shield
1322	7item238	0	0	0	0	0	1	Kelebrim
1323	7item239	0	0	0	0	0	1	Taledon's Helm
1324	7item240	0	0	0	0	0	1	Scholar's Cap
1325	7item241	0	0	0	0	0	1	Phynaxian Crown
1326	7item324	0	0	0	0	0	1	Titan's Belt
1327	7item325	0	0	0	0	0	1	Twilight
1328	7item229	0	0	0	0	0	1	Ania Selving
1329	7item230	0	0	0	0	0	1	Justice
1330	7item231	0	0	0	0	0	1	Mekorig's Hammer
1331	7item281	0	0	0	0	0	0	Hermes' Sandals
1332	7item330	0	0	0	0	0	0	Cloak of the Sheep
1333	7item008	0	0	0	0	0	0	Elfbane
1334	7item093	0	0	0	0	0	0	Mind's Eye
1335	7item073	0	0	0	0	0	0	Elven Chainmail
1336	7item113	0	0	0	0	0	0	Forge Gauntlets
1337	7item104	0	0	0	0	0	0	Hero's Belt
1338	7item129	0	0	0	0	0	0	Lady's Escort
1339	7item134	0	0	0	0	0	0	Clanker's Amulet
1340	7item013	0	0	0	0	0	0	Lieutenant's Cutlass
1341	7item133	0	0	0	0	0	0	Medusa's Mirror
1342	7item019	0	0	0	0	0	0	Lady Carmine's Dagger
1343	7item005	0	0	0	0	0	0	Villain's Blade
1344	7item045	0	0	0	0	0	0	The Perfect Bow
1345	7item045	0	0	0	0	0	0	The Perfect Bow
1346	item344	0	0	0	0	0	0	Shadow's Mask
1347	7item128	0	0	0	0	0	0	Ghost Ring
1348	7item127	0	0	0	0	0	0	Faerie Ring
1349	7item347	0	0	0	0	0	0	Sun Cloak
1350	7item348	0	0	0	0	0	0	Moon Cloak
1351	7item030	0	0	0	0	0	0	Zokarr's Axe
1352	7item350	0	0	0	0	0	0	Vampire's Cape
1353	7item027	0	0	0	0	0	0	Minotaur's Axe
1354	7item013	0	0	0	0	0	0	Grognard's Cutlass
1355	Placeholder	0	0	0	0	0	0	_artifact553
1356	Placeholder	0	0	0	0	0	0	_artifact554
1357	Placeholder	0	0	0	0	0	0	_artifact555
1358	Placeholder	0	0	0	0	0	0	_artifact556
1359	Placeholder	0	0	0	0	0	0	_artifact557
1360	Placeholder	0	0	0	0	0	0	_artifact558
1361	Placeholder	0	0	0	0	0	0	_artifact559
1362	Placeholder	0	0	0	0	0	0	_artifact560
1363	Placeholder	0	0	0	0	0	0	_artifact561
1364	Placeholder	0	0	0	0	0	0	_artifact562
1365	Placeholder	0	0	0	0	0	0	_artifact563
1366	Placeholder	0	0	0	0	0	0	_artifact564
1367	Placeholder	0	0	0	0	0	0	_artifact565
1368	Placeholder	0	0	0	0	0	0	_artifact566
1369	Placeholder	0	0	0	0	0	0	_artifact567
1370	Placeholder	0	0	0	0	0	0	_artifact568
1371	Placeholder	0	0	0	0	0	0	_artifact569
1372	7item007	0	0	0	0	0	0	The DeathBlade
1373	Placeholder	0	0	0	0	0	0	_artifact571
1374	Placeholder	0	0	0	0	0	0	_artifact572
1375	Placeholder	0	0	0	0	0	0	_artifact573
1376	Placeholder	0	0	0	0	0	0	_artifact574
1377	Placeholder	0	0	0	0	0	0	_artifact575
1378	Placeholder	0	0	0	0	0	0	_artifact576
1379	Placeholder	0	0	0	0	0	0	_artifact577
1380	Placeholder	0	0	0	0	0	0	_artifact578
1381	Placeholder	0	0	0	0	0	0	_artifact579
1382	Placeholder	0	0	0	0	0	0	_artifact580
1383	Placeholder	0	0	0	0	0	0	_artifact581
1384	Placeholder	0	0	0	0	0	0	_artifact582
1385	Placeholder	0	0	0	0	0	0	_artifact583
1386	Placeholder	0	0	0	0	0	0	_artifact584
1387	Placeholder	0	0	0	0	0	0	_artifact585
1388	Placeholder	0	0	0	0	0	0	_artifact586
1389	Placeholder	0	0	0	0	0	0	_artifact587
1390	Placeholder	0	0	0	0	0	0	_artifact588
1391	Placeholder	0	0	0	0	0	0	_artifact589
1392	Placeholder	0	0	0	0	0	0	_artifact590
1393	Placeholder	0	0	0	0	0	0	_artifact591
1394	Placeholder	0	0	0	0	0	0	_artifact592
1395	Placeholder	0	0	0	0	0	0	_artifact593
1396	Placeholder	0	0	0	0	0	0	_artifact594
1397	Placeholder	0	0	0	0	0	0	_artifact595
1398	Placeholder	0	0	0	0	0	0	_artifact596
1399	Placeholder	0	0	0	0	0	0	_artifact597
1400	Placeholder	0	0	0	0	0	0	_artifact598
1401	Placeholder	0	0	0	0	0	0	_artifact599
1402	7item297	0	0	0	0	0	0	Heart of the Wood
1403	7item259	0	0	0	0	0	0	Lich Jar
1404	7item351	0	0	0	0	0	0	Case of Soul Jars
1405	7item247	0	0	0	0	0	0	Parson's Quill
1406	7item299	0	0	0	0	0	0	Wetsuit
1407	7item362	0	0	0	0	0	0	Oscillation Overthruster
1408	7item250	0	0	0	0	0	0	Signet Ring
1409	7item251	0	0	0	0	0	0	Letter from Johann Kerrid to the Faerie King
1410	7item252	0	0	0	0	0	0	Sealed Letter 2
1411	7item253	0	0	0	0	0	0	Sealed Letter 3
1412	7item254	0	0	0	0	0	0	Sealed Letter 4
1413	7item255	0	0	0	0	0	0	Sealed Letter 5
1414	7item256	0	0	0	0	0	0	Sealed Letter 6
1415	7item257	0	0	0	0	0	0	Sealed Letter 7
1416	7item258	0	0	0	0	0	0	Letter from Norbert Thrush to Lord Markham
1417	7item294	0	0	0	0	0	0	Lich Jar
1418	7item260	0	0	0	0	0	0	Genie Lamp
1419	7item261	0	0	0	0	0	0	Knight Statuette
1420	7item262	0	0	0	0	0	0	Eagle Statuette
1421	item263	0	0	0	0	0	0	Angel Statuette
1422	7item365	0	0	0	0	0	0	Big Tapestry
1423	7item265	0	0	0	0	0	0	Angel Statue Painting
1424	7item266	0	0	0	0	0	0	Archibald Ironfist Painting
1425	7item267	0	0	0	0	0	0	Roland Ironfist Painting
1426	7item268	0	0	0	0	0	0	Vase
1427	7item269	0	0	0	0	0	0	Flower (Rose)
1428	7item270	0	0	0	0	0	0	Zokarr IV's Skull
1429	7item271	0	0	0	0	0	0	Thigh Bone
1430	7item272	0	0	0	0	0	0	Haldar's Remains
1431	7item273	0	0	0	0	0	0	Elixir
1432	7item274	0	0	0	0	0	0	Red Apple
1433	7item275	0	0	0	0	0	0	Wealthy Hat
1434	7item277	0	0	0	0	0	0	Lute
1435	7item276	0	0	0	0	0	0	Faerie Pipes
1436	7item278	0	0	0	0	0	0	Gryphonheart's Trumpet
1437	7item279	0	0	0	0	0	0	Seashell
1438	7item280	0	0	0	0	0	0	Floor Tile (w/ moon insignia)
1439	7item281	0	0	0	0	0	0	Winged Sandals
1440	item282	0	0	0	0	0	0	Season's Stole
1441	item368	0	0	0	0	0	0	Golem chest
1442	item369	0	0	0	0	0	0	Abbey Normal Golem Head
1443	item370	0	0	0	0	0	0	Golem head
1444	item371	0	0	0	0	0	0	Golem left leg
1445	item372	0	0	0	0	0	0	Golem right leg
1446	item373	0	0	0	0	0	0	Golem right arm
1447	item374	0	0	0	0	0	0	Golem left arm
1448	item290	0	0	0	0	0	0	Horseshoe
1449	item291	0	0	0	0	0	0	Dragon Egg
1450	item292	0	0	0	0	0	0	Lantern of Light
1451	7item293	0	0	0	0	0	0	Worn Belt
1452	item288	0	0	0	0	0	0	Temple in a Bottle
1453	7item295	0	0	0	0	0	0	Arcomage Deck
1454	7item209	0	0	0	0	0	0	West Pillar Key
1455	7item205	0	0	0	0	0	0	Central Pillar Key
1456	7item210	0	0	0	0	0	0	East Pillar Key
1457	7item208	0	0	0	0	0	0	Barrow Key
1458	7item208	0	0	0	0	0	0	Barrow Key
1459	7item208	0	0	0	0	0	0	Barrow Key
1460	7item080	0	0	0	0	0	0	Contestant's Shield
1461	7item205	0	0	0	0	0	0	William's Tower Key
1462	7item206	0	0	0	0	0	0	Catherine's Key
1463	7item207	0	0	0	0	0	0	Colony Zod Key
1464	7item208	0	0	0	0	0	0	Faerie Key
1465	7item211	0	0	0	0	0	0	Sewer Key
1466	7item210	0	0	0	0	0	0	Newname Key
1467	7item211	0	0	0	0	0	0	Newname Key
1468	7item212	0	0	0	0	0	0	Newname Key
1469	7item213	0	0	0	0	0	0	Newname Key
1470	7item214	0	0	0	0	0	0	Newname Key
1471	7item215	0	0	0	0	0	0	Newname Key
1472	7item216	0	0	0	0	0	0	Newname Key
1473	Placeholder	0	0	0	0	0	0	Snergle's Axe
1474	Placeholder	0	0	0	0	0	0	Lord Kilburn's Shield
1475	7item182	0	0	0	0	0	0	Lich Jar Placeholder
1476	7item182	0	0	0	0	0	0	Elixir Placeholder
1477	7item361	0	0	0	0	0	0	Control Cube
1478	7item363	0	0	0	0	0	0	Altar Piece
1479	7item364	0	0	0	0	0	0	Altar Piece
1480	7item182	0	0	0	0	0	0	Final Part Placeholder
1481	7item182	0	0	0	0	0	0	Level Design Placeholder
1482	7item182	0	0	0	0	0	0	Artifact Placeholder (Elf vs. Human)
1483	7item182	0	0	0	0	0	0	Riverstride Plans Placeholder
1484	7item182	0	0	0	0	0	0	False Plans Placeholder
1485	7item182	0	0	0	0	0	0	Map to Evenmorn Island
1486	7item182	0	0	0	0	0	0	Neutral Bow Placeholder
1487	7item182	0	0	0	0	0	0	Elf/Human Artifact Placeholder
1488	7item353	0	0	0	0	0	0	Iron-laced ore
1489	7item354	0	0	0	0	0	0	Siertal-laced ore
1490	7item355	0	0	0	0	0	0	Phylt-laced ore
1491	7item356	0	0	0	0	0	0	Kergar-laced ore
1492	7item357	0	0	0	0	0	0	Erudine-laced ore
1493	7item358	0	0	0	0	0	0	Stalt-laced ore
1494	item400	0	0	0	0	0	0	Crate of Arrowheads
1495	item401	0	0	0	0	0	0	Crate of Griffin Feathers
1496	item402	0	0	0	0	0	0	Crate of Tularean Wood
1497	item403	0	0	0	0	0	0	Crate of Sand
1498	item404	0	0	0	0	0	0	Crate of Glass Bottles
1499	item405	0	0	0	0	0	0	Crate of Enrothian Wine
1500	7item182	0	0	0	0	0	0	Orders from Snergle
1501	7item182	0	0	0	0	0	0	Name of Message
1502	7item182	0	0	0	0	0	0	Message from Erathia
1503	7item182	0	0	0	0	0	0	Cipher
1504	7item182	0	0	0	0	0	0	Scroll of Waves
1505	7item182	0	0	0	0	0	0	Basic Cryptography
1506	7item182	0	0	0	0	0	0	Message from Mr. Stantley
1507	7item182	0	0	0	0	0	0	Riverstride Plans
1508	7item182	0	0	0	0	0	0	False Riverstride Plans
1509	7item182	0	0	0	0	0	0	Fragment of Soldier's Diary
1510	7item182	0	0	0	0	0	0	Letter from Mr. Stantley
1511	7item182	0	0	0	0	0	0	Torn Page
1512	7item182	0	0	0	0	0	0	Remains of a Journal
1513	7item182	0	0	0	0	0	0	Journal Excerpt
1514	7item182	0	0	0	0	0	0	Letter from Archibald
1515	7item182	0	0	0	0	0	0	Letter from Malwick
1516	7item182	0	0	0	0	0	0	Letter from Gavin Magnus
1517	7item182	0	0	0	0	0	0	Journal Fragment
1518	7item182	0	0	0	0	0	0	Letter to Hairbaugh
1519	7item182	0	0	0	0	0	0	Letter from Mr. Stantley
1520	7item182	0	0	0	0	0	0	"Journal Entry, 23rd April"
1521	7item182	0	0	0	0	0	0	"Journal Entry, 30th June"
1522	7item182	0	0	0	0	0	0	Excerpt from a Diary
1523	7item182	0	0	0	0	0	0	Letter
1524	7item182	0	0	0	0	0	0	"Journal Entry, 11th December"
1525	7item182	0	0	0	0	0	0	Orders from Steadwick
1526	7item182	0	0	0	0	0	0	"Journal Entry, 2nd January"
1527	7item182	0	0	0	0	0	0	"Journal Entry, 19th September"
1528	7item182	0	0	0	0	0	0	Journal Entry
1529	7item182	0	0	0	0	0	0	Empty Message Scroll
1530	7item182	0	0	0	0	0	0	Bill of Sale
1531	7item182	0	0	0	0	0	0	Empty Message Scroll
1532	7item182	0	0	0	0	0	0	Empty Message Scroll
1533	7item182	0	0	0	0	0	0	Empty Message Scroll
1534	7item182	0	0	0	0	0	0	Empty Message Scroll
1535	7item182	0	0	0	0	0	0	Empty Message Scroll
1536	7item182	0	0	0	0	0	0	Letter from Xenofex
1537	7item182	0	0	0	0	0	0	Empty Message Scroll
1538	7item182	0	0	0	0	0	0	Empty Message Scroll
1539	7item182	0	0	0	0	0	0	Empty Message Scroll
1540	7item182	0	0	0	0	0	0	Empty Message Scroll
1541	7item182	0	0	0	0	0	0	Empty Message Scroll
1542	7item182	0	0	0	0	0	0	Rejuvenation Recipe
1543	7item182	0	0	0	0	0	0	Pure Might Recipe
1544	7item182	0	0	0	0	0	0	Pure Accuracy Recipe
1545	7item182	0	0	0	0	0	0	Pure Personality Recipe
1546	7item182	0	0	0	0	0	0	Pure Endurance Recipe
1547	7item182	0	0	0	0	0	0	Pure Intellect Recipe
1548	7item182	0	0	0	0	0	0	Pure Speed Recipe
1549	7item182	0	0	0	0	0	0	Pure Luck Recipe
1550	7item182	0	0	0	0	0	0	Slaying Potion Recipe
1551	7item182	0	0	0	0	0	0	Stone To Flesh Recipe
1552	7item182	0	0	0	0	0	0	Might Boost Recipe
1553	7item182	0	0	0	0	0	0	Intellect Boost Recipe
1554	7item182	0	0	0	0	0	0	Personality Boost Recipe
1555	7item182	0	0	0	0	0	0	Endurance Boost Recipe
1556	7item182	0	0	0	0	0	0	Speed Boost Recipe
1557	7item182	0	0	0	0	0	0	Accuracy Boost Recipe
1558	7item182	0	0	0	0	0	0	Flaming Potion Recipe
1559	7item182	0	0	0	0	0	0	Freezing Potion Recipe
1560	7item182	0	0	0	0	0	0	Noxious Potion Recipe
1561	7item182	0	0	0	0	0	0	Shocking Potion Recipe
1562	7item182	0	0	0	0	0	0	Swift Potion Recipe
1563	7item182	0	0	0	0	0	0	Cure Paralysis Recipe
1564	7item182	0	0	0	0	0	0	Divine Restoration Recipe
1565	7item182	0	0	0	0	0	0	Divine Cure Recipe
1566	7item182	0	0	0	0	0	0	Divine Power Recipe
1567	7item182	0	0	0	0	0	0	Luck Boost Recipe
1568	7item182	0	0	0	0	0	0	Fire Resistance Recipe
1569	7item182	0	0	0	0	0	0	Air Resistance Recipe
1570	7item182	0	0	0	0	0	0	Water Resistance Recipe
1571	7item182	0	0	0	0	0	0	Earth Resistance Recipe
1572	7item182	0	0	0	0	0	0	Mind Resistance Recipe
1573	7item182	0	0	0	0	0	0	Body Resistance Recipe
1574	7item182	0	0	0	0	0	0	Empty Message Scroll
1575	7item182	0	0	0	0	0	0	Empty Message Scroll
1576	7item182	0	0	0	0	0	0	Empty Message Scroll
1577	7item182	0	0	0	0	0	0	Empty Message Scroll
1578	7item182	0	0	0	0	0	0	Empty Message Scroll
1579	7item182	0	0	0	0	0	0	Empty Message Scroll
1580	7item182	0	0	0	0	0	0	Empty Message Scroll
1581	7item182	0	0	0	0	0	0	Empty Message Scroll
1582	7item182	0	0	0	0	0	0	Empty Message Scroll
1583	Placeholder	0	0	0	0	0	0	_quest/misc781
1584	Placeholder	0	0	0	0	0	0	_quest/misc782
1585	Placeholder	0	0	0	0	0	0	_quest/misc783
1586	Placeholder	0	0	0	0	0	0	_quest/misc784
1587	Placeholder	0	0	0	0	0	0	_quest/misc785
1588	Placeholder	0	0	0	0	0	0	_quest/misc786
1589	Placeholder	0	0	0	0	0	0	_quest/misc787
1590	Placeholder	0	0	0	0	0	0	_quest/misc788
1591	Placeholder	0	0	0	0	0	0	_quest/misc789
